  Title : 6-trpl-0,96uw-20s-n1
  Version : 1 975 M
  Revision : 12 bits ADC
  Date : 2019-05-22
  Time : 21:54:02
  Author : Unknown
  Company : Unknown
  Contents :
  
*BLOCK 1  ( Time[ns]  No_of_photons )
2.772857 ,   36
2.776928 ,   39
2.781000 ,   29
2.785072 ,   39
2.789144 ,   25
2.793215 ,   44
2.797287 ,   19
2.801359 ,   33
2.805431 ,   35
2.809502 ,   38
2.813574 ,   44
2.817646 ,   36
2.821718 ,   43
2.825789 ,   38
2.829861 ,   48
2.833933 ,   44
2.838005 ,   34
2.842076 ,   40
2.846148 ,   33
2.850220 ,   39
2.854292 ,   33
2.858363 ,   38
2.862435 ,   39
2.866507 ,   31
2.870579 ,   32
2.874650 ,   43
2.878722 ,   39
2.882794 ,   40
2.886866 ,   34
2.890937 ,   27
2.895009 ,   32
2.899081 ,   33
2.903153 ,   42
2.907224 ,   32
2.911296 ,   34
2.915368 ,   35
2.919439 ,   46
2.923511 ,   36
2.927583 ,   48
2.931655 ,   37
2.935726 ,   40
2.939798 ,   40
2.943870 ,   45
2.947942 ,   46
2.952013 ,   30
2.956085 ,   36
2.960157 ,   39
2.964229 ,   36
2.968300 ,   42
2.972372 ,   41
2.976444 ,   36
2.980516 ,   48
2.984587 ,   42
2.988659 ,   40
2.992731 ,   47
2.996803 ,   63
3.000874 ,   75
3.004946 ,  143
3.009018 ,  190
3.013090 ,  300
3.017161 ,  401
3.021233 ,  624
3.025305 ,  920
3.029377 , 1238
3.033448 , 1744
3.037520 , 2323
3.041592 , 3143
3.045664 , 4217
3.049735 , 5260
3.053807 , 6583
3.057879 , 8087
3.061950 , 9826
3.066022 ,11511
3.070094 ,12926
3.074166 ,14454
3.078237 ,15542
3.082309 ,16359
3.086381 ,16803
3.090453 ,17383
3.094524 ,17962
3.098596 ,18228
3.102668 ,18427
3.106740 ,18287
3.110811 ,18183
3.114883 ,18360
3.118955 ,18042
3.123027 ,18207
3.127098 ,18081
3.131170 ,17892
3.135242 ,17958
3.139314 ,17313
3.143385 ,17418
3.147457 ,17040
3.151529 ,16777
3.155601 ,16532
3.159672 ,16288
3.163744 ,16018
3.167816 ,15407
3.171888 ,15441
3.175959 ,14993
3.180031 ,14647
3.184103 ,14488
3.188174 ,14021
3.192246 ,13846
3.196318 ,13413
3.200390 ,13236
3.204461 ,13060
3.208533 ,12784
3.212605 ,12442
